timestamp,last_move,position,temp
2021-05-25 11:01:41.109021,,147,26.91
2021-05-25 11:01:51.288114,,147,26.88
2021-05-25 11:02:01.497189,,147,26.9
2021-05-25 11:02:11.712751,,147,26.72
2021-05-25 11:02:21.925522,,147,26.95
2021-05-25 11:02:32.147240,,147,26.94
2021-05-25 11:02:42.353959,,147,26.91
2021-05-25 11:02:52.566198,,147,26.9
2021-05-25 11:03:02.775577,,147,26.85
2021-05-25 11:03:12.992865,,147,26.9
2021-05-25 11:03:23.207064,,147,26.8
2021-05-25 11:03:33.431026,,147,26.89
2021-05-25 11:03:43.633274,,147,26.79
2021-05-25 11:03:53.858597,,147,26.77
2021-05-25 11:04:04.059244,,147,26.78
2021-05-25 11:04:14.285302,,147,26.77
2021-05-25 11:04:24.494753,,147,26.78
2021-05-25 11:04:34.704395,,147,26.83
2021-05-25 11:04:44.917261,,147,26.85
2021-05-25 11:04:55.131210,,147,26.9
2021-05-25 11:05:05.345168,,147,26.8
2021-05-25 11:05:15.560386,,147,26.85
2021-05-25 11:05:25.767319,,147,26.91
2021-05-25 11:05:35.987549,,147,26.9
2021-05-25 11:05:46.194703,,147,26.93
2021-05-25 11:05:56.417026,,147,26.98
2021-05-25 11:06:06.624265,,147,26.85
2021-05-25 11:06:16.849572,,147,26.94
2021-05-25 11:06:27.062935,,147,26.85
2021-05-25 11:06:37.264692,,147,26.91
2021-05-25 11:06:47.480577,,147,26.93
2021-05-25 11:06:57.692134,,147,26.9
2021-05-25 11:07:07.907910,,147,26.9
2021-05-25 11:07:18.127454,,147,26.93
2021-05-25 11:07:28.336474,,147,26.93
2021-05-25 11:07:38.546794,,147,26.93
2021-05-25 11:07:48.772882,,147,26.95
2021-05-25 11:07:58.967725,,147,27.02
2021-05-25 11:08:09.082830,,147,26.98
2021-05-25 11:08:19.196174,,147,27.03
2021-05-25 11:08:29.313798,,147,27.04
2021-05-25 11:08:39.531842,,147,26.95
2021-05-25 11:08:49.743863,,147,26.98
2021-05-25 11:08:59.955585,,147,27.01
2021-05-25 11:09:10.169153,,147,26.95
2021-05-25 11:09:20.390780,,147,27.0
2021-05-25 11:09:30.595312,,147,27.0
2021-05-25 11:09:40.821095,,147,27.02
2021-05-25 11:09:51.034432,,147,27.02
2021-05-25 11:10:01.242589,,147,26.98
2021-05-25 11:10:11.449608,,147,27.03
2021-05-25 11:10:21.672036,,147,27.02
2021-05-25 11:10:31.884511,,147,27.03
2021-05-25 11:10:42.090300,,147,27.08
2021-05-25 11:10:52.309186,,147,27.06
2021-05-25 11:11:02.522089,,147,26.98
2021-05-25 11:11:12.738747,,147,26.93
2021-05-25 11:11:22.951087,,147,27.02
2021-05-25 11:11:33.166971,,147,27.09
2021-05-25 11:11:43.385348,,147,27.06
2021-05-25 11:11:53.590311,,147,27.05
2021-05-25 11:12:03.808919,,147,27.08
2021-05-25 11:12:14.018036,,147,27.04
2021-05-25 11:12:24.228345,,147,27.05
2021-05-25 11:12:34.447663,,147,26.98
2021-05-25 11:12:44.655784,,147,27.03
2021-05-25 11:12:54.879283,,147,27.09
2021-05-25 11:13:05.094261,,147,27.08
2021-05-25 11:13:15.285495,,147,27.04
2021-05-25 11:13:25.414650,,147,27.0
2021-05-25 11:13:35.624899,,147,27.01
2021-05-25 11:13:45.841331,,147,27.05
2021-05-25 11:13:56.052875,,147,27.05
2021-05-25 11:14:06.271131,,147,27.06
2021-05-25 11:14:16.479182,,147,27.06
2021-05-25 11:14:26.696147,,147,27.06
2021-05-25 11:14:36.905793,,147,27.04
2021-05-25 11:14:47.122402,,147,27.04
2021-05-25 11:14:57.335641,,147,26.98
2021-05-25 11:15:07.558565,,147,27.01
2021-05-25 11:15:17.766490,,147,27.02
2021-05-25 11:15:27.978487,,147,27.02
2021-05-25 11:15:38.197535,,147,27.03
2021-05-25 11:15:48.413256,,147,26.98
2021-05-25 11:15:58.626759,,147,27.06
2021-05-25 11:16:08.833804,,147,27.01
2021-05-25 11:16:19.040947,,147,26.95
2021-05-25 11:16:29.258567,,147,27.02
2021-05-25 11:16:39.475750,,147,26.96
2021-05-25 11:16:49.692927,,147,27.09
2021-05-25 11:16:59.894960,,147,27.02
2021-05-25 11:17:10.123521,,147,27.0
2021-05-25 11:17:20.328981,,147,26.98
2021-05-25 11:17:30.548894,,147,26.94
2021-05-25 11:17:40.752883,,147,26.95
2021-05-25 11:17:50.971090,,147,26.9
2021-05-25 11:18:01.179728,,147,26.95
2021-05-25 11:18:11.398177,,147,27.0
2021-05-25 11:18:21.617064,,147,26.98
2021-05-25 11:18:31.824106,,147,26.98
2021-05-25 11:18:42.034520,,147,27.01
2021-05-25 11:18:52.253557,,147,27.02
2021-05-25 11:19:02.466028,,147,26.93
2021-05-25 11:19:12.679262,,147,26.91
2021-05-25 11:19:22.894231,,147,26.93
2021-05-25 11:19:33.105695,,147,26.96
2021-05-25 11:19:43.315787,,147,26.96
2021-05-25 11:19:53.533886,,147,26.95
2021-05-25 11:20:03.749696,,147,26.94
2021-05-25 11:20:13.968646,,147,27.02
2021-05-25 11:20:24.167977,,147,26.9
2021-05-25 11:20:34.380241,,147,27.0
2021-05-25 11:20:44.598324,,147,26.88
2021-05-25 11:20:54.820563,,147,26.98
2021-05-25 11:21:05.023883,,147,26.96
2021-05-25 11:21:15.239834,,147,26.96
2021-05-25 11:21:25.458802,,147,26.91
2021-05-25 11:21:35.663693,,147,26.95
2021-05-25 11:21:45.878603,,147,26.93
2021-05-25 11:21:56.090002,,147,26.87
2021-05-25 11:22:06.311244,,147,26.84
